Sno,Candidate_Ref,DOJ_Extended,Duration_to_accept_offer,Notice_Period,Offered_Band,Percent_hike_expected_in_CTC,Percent_hike_offered_in_CTC,Percent_difference_CTC,Joining_Bonus,Candidate_relocate_actual,Gender,Candidate_Source,Rex_in_Yrs,Location_ID,Postal_Code,Age,LOB_Id,Domicile_Id
5382,2578951,No,0,60,E2,21.88,28.75,5.64,Yes,No,Male,Direct,5,L004,560034,31,2,D15
5383,2578956,No,4,30,E2,27.36,22.64,-3.7,No,No,Male,Direct,9,L004,560034,33,4,D24
5384,2578992,Yes,47,60,E2,31.82,4.55,-20.69,No,Yes,Male,Employee Referral,8,L001,201301,32,1,D21
5385,2579017,Yes,19,60,E1,45.45,34.91,-7.25,No,No,Male,Direct,5,L006,700027,34,7,D8
5386,2579022,No,3,30,E2,30,-16,-35.38,No,No,Male,Agency,4,L004,560034,31,2,D16
5387,2579041,Yes,0,30,E1,42.86,42.86,0,No,No,Male,Direct,3,L004,560034,27,6,D4
5388,2579062,No,1,30,E1,98.78,46.79,-26.15,No,No,Male,Agency,4,L002,600020,26,1,D1
5389,2579070,Yes,9,30,E1,40,40,0,No,No,Male,Direct,4,L001,201301,29,5,D2
5390,2579115,No,11,75,E1,40.19,34.35,-4.17,No,No,Male,Employee Referral,3,L004,560034,28,1,D22
5393,2579161,Yes,1,30,E2,53.06,42.86,-6.67,No,No,Male,Direct,9,L004,560034,35,4,D5
5395,2579234,Yes,94,90,E3,19.11,19.11,0,No,No,Male,Agency,6,L001,201301,31,2,D2
5397,2579299,No,1,60,E2,66.67,69.44,1.67,No,No,Male,Direct,5,L001,201301,34,2,D1
5398,2579336,No,0,30,E1,20.69,3.45,-14.29,No,No,Male,Direct,3,L001,201301,27,2,D10
5399,2579443,No,0,30,E1,20,10,-8.33,No,No,Female,Employee Referral,1,L004,560034,24,2,D7
5400,2579455,No,3,30,E1,56.25,50,-4,No,No,Male,Direct,3,L004,560034,27,4,D13
5401,2579497,No,3,30,E1,166.67,175,3.13,No,No,Female,Direct,2,L001,201301,25,5,D11
5403,2581365,No,2,30,E1,136.11,88.89,-20,No,No,Female,Direct,2,L001,201301,26,5,D18
5404,2586006,Yes,68,30,E1,50,65,10,No,No,Female,Agency,2,L004,560034,26,2,D2
5405,2586011,Yes,27,30,E1,32.28,42.86,8,No,No,Female,Agency,1,L001,201301,24,2,D20
5406,2586081,No,17,60,E1,73.08,59.62,-7.78,No,No,Male,Direct,2,L001,201301,25,5,D15
5407,2586102,Yes,56,30,E1,33.33,22.22,-8.33,No,No,Male,Direct,4,L002,600020,29,8,D20
5408,2586154,Yes,36,30,E1,27.78,16.67,-8.7,No,No,Male,Agency,2,L002,600020,24,1,D9
5409,2586208,Yes,68,60,E2,52.94,32.35,-13.46,No,No,Male,Direct,9,L001,201301,35,2,D19
5410,2586214,Yes,63,45,E1,14.29,14.29,0,No,No,Male,Direct,5,L002,600020,37,8,D15
5411,2586307,Yes,62,45,E1,54.76,50,-3.08,No,No,Female,Direct,3,L004,560034,29,8,D17
5412,2586309,No,1,30,E1,109.21,44.35,-31,No,No,Male,Agency,5,L004,560034,28,1,D23
5413,2586324,No,15,30,E1,40,40,0,No,No,Male,Employee Referral,10,L002,600020,34,1,D11
5414,2586385,No,3,60,E2,32.65,32.65,0,No,No,Male,Direct,8,L001,201301,31,8,D7
5415,2586400,Yes,104,30,E1,96.23,69.06,-13.85,No,Yes,Male,Direct,4,L002,600020,29,1,D6
5416,2586408,Yes,28,30,E2,33.33,26,-5.5,No,No,Male,Employee Referral,8,L002,600020,31,1,D15
5417,2586409,No,3,30,E2,66.67,93.33,16,No,No,Male,Direct,4,L002,600020,27,2,D8
5418,2586427,Yes,96,90,E3,30,26.76,-2.49,No,No,Male,Direct,4,L002,600020,38,2,D17
5419,2586460,Yes,6,30,E1,20,20,0,No,No,Male,Direct,1,L003,122107,27,2,D14
5420,2586471,No,4,90,E3,38.25,38.25,0,No,No,Male,Agency,7,L004,560034,43,2,D9
5421,2586502,No,35,45,E2,30,21.74,-6.35,No,No,Male,Direct,10,L004,560034,33,4,D6
5424,2586549,Yes,5,30,E2,26.29,26.29,0,No,No,Female,Direct,7,L009,400001,31,4,D4
5425,2586557,No,0,30,E1,31.25,9.38,-16.67,No,No,Male,Agency,3,L002,600020,25,4,D6
5427,2586575,No,3,30,E1,39.53,16.28,-16.67,No,No,Male,Agency,3,L002,600020,33,4,D23
5429,2586591,No,51,30,E2,27.95,13.19,-11.54,No,No,Male,Agency,10,L002,600020,34,4,D3
5430,2586598,No,11,30,E1,15.79,-7.89,-20.45,No,No,Male,Agency,3,L002,600020,29,4,D23
5431,2586603,Yes,74,60,E1,54.29,42.86,-7.41,No,No,Male,Agency,3,L002,600020,26,1,D13
5432,2586620,Yes,1,30,E2,48.65,44.59,-2.73,No,No,Male,Direct,7,L005,500004,30,6,D6
5433,2586622,No,18,30,E1,50,94.44,29.63,No,No,Male,Agency,3,L002,600020,31,4,D10
5434,2586624,No,1,30,E1,20,32,10,No,No,Male,Agency,2,L001,201301,24,2,D22
5435,2586631,No,93,30,E1,23.87,0.23,-19.09,No,No,Male,Agency,3,L002,600020,31,4,D3
5436,2586639,Yes,24,30,E1,50,30,-13.33,No,No,Male,Direct,1,L002,600020,24,2,D20
5437,2586648,Yes,14,90,E2,37.93,29.31,-6.25,No,No,Female,Direct,8,L005,500004,36,6,D9
5438,2586657,No,1,30,E1,33.33,16.67,-12.5,No,No,Male,Agency,4,L002,600020,25,4,D9
5439,2586665,No,61,60,E2,28.38,2.7,-20,No,No,Male,Agency,5,L002,600020,33,4,D24
5440,2586668,No,48,30,E1,51.52,21.21,-20,No,No,Male,Agency,8,L002,600020,32,4,D7
5441,2586683,No,2,30,E1,26.32,10.53,-12.5,No,No,Male,Agency,3,L002,600020,26,4,D12
5442,2586696,Yes,60,30,E1,28.57,26.19,-1.85,No,No,Male,Agency,4,L004,560034,26,1,D19
5443,2586718,No,50,30,E1,33.33,16.67,-12.5,No,No,Male,Agency,3,L002,600020,28,4,D17
5445,2586754,No,11,60,E1,35.14,17.12,-13.33,No,No,Male,Agency,3,L002,600020,27,4,D22
5449,2586825,No,0,90,E1,42.86,42.86,0,No,No,Male,Direct,1,L001,201301,28,2,D16
5450,2586841,No,22,30,E1,31.25,31.25,0,No,Yes,Male,Agency,3,L002,600020,30,4,D5
5451,2586915,No,62,90,E1,0,-40,-40,No,Yes,Male,Agency,3,L002,600020,25,1,D4
5452,2586924,No,56,60,E1,50,40,-6.67,No,No,Male,Agency,2,L002,600020,24,1,D7
5453,2586930,No,1,30,E1,0,-20,-20,No,No,Male,Agency,5,L002,600020,27,1,D15
5454,2586944,Yes,63,30,E1,80,80,0,No,Yes,Male,Agency,3,L002,600020,26,1,D13
5455,2586949,Yes,55,30,E2,42.86,42.86,0,No,No,Male,Direct,3,L001,201301,24,2,D11
5456,2586962,Yes,25,30,E1,0,0,0,No,No,Male,Agency,7,L002,600020,27,1,D4
5457,2586975,No,1,30,E1,0,-30,-30,No,No,Male,Agency,3,L002,600020,25,1,D1
5458,2586985,No,16,30,E1,0,-34,-34,No,No,Male,Employee Referral,2,L002,600020,25,1,D3
5459,2586994,No,3,30,E1,96.08,61.76,-17.5,No,No,Male,Agency,2,L002,600020,24,1,D18
5460,2587064,No,2,30,E1,11.11,11.11,0,No,No,Female,Direct,7,L002,600020,38,1,D2
5461,2587076,Yes,0,90,E3,13.43,24.08,9.39,No,No,Male,Direct,9,L005,500004,33,2,D9
5462,2587182,Yes,5,30,E2,14.29,28.57,12.5,No,No,Male,Employee Referral,7,L006,700027,49,5,D18
5463,2587188,No,0,30,E1,30,30,0,No,No,Female,Employee Referral,4,L002,600020,29,6,D24
5464,2587207,Yes,54,60,E2,65.39,65.39,0,No,No,Male,Employee Referral,6,L002,600020,29,6,D24
5465,2587224,Yes,77,30,E1,29.63,29.63,0,No,Yes,Female,Direct,3,L002,600020,25,1,D6
5467,2587252,Yes,92,90,E1,76.63,63.04,-7.69,No,Yes,Male,Direct,3,L005,500004,28,8,D24
5468,2587371,Yes,1,60,E2,42.86,42.86,0,No,No,Male,Direct,3,L001,201301,27,2,D18
5469,2587504,Yes,57,90,E2,26.33,26.33,0,No,No,Male,Employee Referral,7,L001,201301,30,2,D23
5470,2588084,Yes,35,90,E3,49.05,49.05,0,No,No,Female,Employee Referral,8,L001,201301,47,2,D23
5471,2588287,Yes,60,60,E2,16.28,10.47,-5,No,No,Male,Employee Referral,6,L005,500004,31,6,D8
5473,2589984,No,0,90,E1,55.56,55.56,0,Yes,Yes,Male,Direct,5,L001,201301,27,7,D10
5474,2590018,Yes,33,60,E1,50,41.67,-5.56,No,No,Female,Direct,4,L004,560034,26,7,D14
5475,2590118,No,1,30,E1,33.33,37.78,3.33,No,No,Male,Employee Referral,6,L001,201301,31,5,D3
5476,2590137,No,11,60,E1,34.92,4.76,-22.35,No,No,Male,Agency,4,L001,201301,29,1,D17
5477,2590149,Yes,77,75,E1,75.68,62.16,-7.69,No,No,Male,Agency,3,L004,560034,26,1,D19
5478,2590152,Yes,101,90,E1,44.51,15.61,-20,No,No,Male,Agency,3,L004,560034,25,1,D10
5479,2590155,Yes,77,90,E1,66.67,48.72,-10.77,No,Yes,Male,Agency,3,L004,560034,25,1,D6
5480,2590158,Yes,77,90,E1,73.33,46.67,-15.38,No,No,Male,Agency,3,L004,560034,25,1,D11
5481,2590164,Yes,94,90,E1,44.51,19.27,-17.47,No,No,Male,Agency,3,L004,560034,30,1,D3
5482,2590175,Yes,101,90,E1,58.73,45.5,-8.33,No,Yes,Male,Agency,4,L004,560034,26,1,D7
5483,2590202,Yes,8,60,E2,59.57,41.84,-11.11,No,No,Male,Agency,6,L004,560034,33,1,D21
5484,2590216,No,13,60,E2,37.61,26.15,-8.33,No,No,Male,Agency,8,L004,560034,31,4,D12
5485,2590277,Yes,7,30,E1,25,21,-3.2,No,No,Male,Agency,5,L002,600020,35,1,D6
5487,2590315,Yes,60,45,E2,22.22,77.78,45.45,No,No,Male,Agency,6,L001,201301,29,1,D9
5489,2590369,Yes,9,30,E2,41.18,41.18,0,No,No,Male,Direct,6,L009,400001,32,4,D1
5490,2590371,No,25,30,E2,11.11,16.67,5,No,No,Male,Agency,9,L002,600020,32,1,D21
5491,2590396,Yes,3,60,E1,41.18,45.88,3.33,No,No,Male,Direct,3,L002,600020,29,1,D12
5492,2590405,Yes,39,30,E2,29.07,29.07,0,No,No,Male,Agency,2,L001,201301,27,2,D17
5493,2590438,No,0,90,E2,35.71,35.72,0,No,Yes,Male,Employee Referral,4,L001,201301,28,2,D11
5494,2590499,No,1,90,E2,36.36,36.36,0,No,No,Male,Direct,7,L001,201301,32,2,D10
5495,2590505,Yes,5,30,E1,30,30,0,No,No,Male,Direct,3,L005,500004,25,8,D1
5496,2590532,No,5,30,E1,22.22,85.53,51.8,No,No,Male,Agency,5,L005,500004,31,1,D16
5497,2590541,No,32,30,E1,38.89,38.89,0,No,No,Male,Agency,4,L004,560034,28,4,D7
5498,2590556,No,28,60,E2,25,41.88,13.51,No,No,Male,Direct,6,L008,411002,29,4,D23
5499,2590566,Yes,63,60,E1,70,37.68,-19.01,No,No,Female,Direct,2,L002,600020,25,8,D10
5500,2590681,No,3,30,E2,66.67,28.79,-22.73,No,No,Male,Direct,5,L001,201301,29,2,D23
5501,2590707,Yes,34,30,E3,60,53.33,-4.17,No,No,Male,Direct,7,L001,201301,33,2,D12
5502,2590749,Yes,60,30,E1,130.08,42.11,-38.24,No,No,Male,Agency,3,L002,600020,27,1,D5
5503,2590754,Yes,33,60,E2,22.22,177.78,127.27,No,Yes,Male,Agency,6,L001,201301,31,1,D13
5504,2590763,No,1,30,E2,47.06,47.06,0,No,No,Male,Employee Referral,3,L001,201301,28,2,D6
5505,2590784,No,1,30,E2,25,23.13,-1.5,No,No,Male,Direct,7,L001,201301,27,5,D3
5506,2590831,Yes,7,60,E1,50.86,50.86,0,No,No,Male,Agency,4,L004,560034,30,4,D3
5507,2590916,No,2,30,E1,45.83,45.83,0,No,No,Male,Direct,5,L006,700027,28,2,D2
5508,2590917,Yes,2,30,E1,100,83.33,-8.33,No,No,Male,Direct,3,L002,600020,26,1,D9
5509,2590919,Yes,45,30,E1,23.08,28.21,4.17,No,No,Male,Agency,3,L004,560034,26,4,D21
5510,2590937,No,0,30,E1,33.33,0,-25,No,No,Male,Direct,1,L010,382460,22,2,D5
5511,2590961,Yes,67,60,E3,20,32,10,Yes,Yes,Male,Agency,8,L004,560034,33,6,D21
5512,2590980,Yes,48,30,E1,30,31.58,1.21,No,No,Male,Direct,4,L004,560034,30,4,D4
5513,2591008,Yes,1,30,E1,44.74,38.16,-4.55,No,No,Male,Agency,3,L002,600020,28,1,D15
5514,2591059,No,0,60,E2,40,45.58,3.99,No,No,Male,Direct,4,L002,600020,31,2,D23
5515,2591088,Yes,91,90,E2,19.57,28.26,7.27,No,No,Male,Direct,15,L006,700027,42,7,D14
5516,2591173,Yes,48,30,E1,46.4,35.14,-7.69,No,No,Male,Direct,3,L002,600020,31,1,D17
5518,2591211,Yes,24,30,E2,50,50,0,No,No,Female,Direct,3,L001,201301,41,2,D20
5519,2591215,No,1,30,E1,63.04,57.61,-3.33,No,No,Male,Direct,5,L001,201301,35,6,D18
5520,2591248,Yes,54,30,E1,42.86,42.86,0,No,No,Female,Direct,3,L004,560034,27,4,D22
5521,2591249,No,36,30,E1,25,25,0,No,No,Male,Direct,3,L004,560034,27,4,D7
5522,2591250,No,20,30,E1,31.58,18.42,-10,No,No,Female,Direct,3,L004,560034,26,4,D2
5524,2591254,No,1,30,E1,50,50,0,No,No,Female,Direct,3,L004,560034,25,4,D15
5526,2591257,No,4,30,E1,40.63,40.63,0,No,No,Female,Direct,3,L004,560034,26,4,D17
5528,2591271,Yes,68,30,E3,23.29,16.04,-5.88,No,No,Male,Agency,11,L002,600020,35,2,D8
5530,2591447,Yes,2,30,E1,117.39,108.7,-4,No,No,Male,Agency,6,L004,560034,32,1,D12
5532,2591566,No,0,30,E2,42.86,42.86,0,No,No,Male,Direct,3,L001,201301,28,2,D20
5533,2591607,No,0,30,E2,42.86,42.86,0,No,No,Male,Direct,4,L001,201301,30,2,D14
5534,2591655,Yes,78,30,E1,66.67,73.61,4.17,No,Yes,Male,Employee Referral,3,L002,600020,25,1,D12
5535,2591857,No,3,60,E3,36.11,41.67,4.08,No,No,Male,Employee Referral,4,L002,600020,30,2,D15
5536,2592249,Yes,0,30,E2,64.93,203.82,84.21,No,No,Male,Employee Referral,1,L001,201301,26,2,D8
5537,2592649,No,0,30,E1,25,25,0,No,No,Female,Employee Referral,1,L001,201301,24,2,D24
5538,2593839,No,31,30,E1,81.82,81.82,0,No,No,Male,Direct,3,L004,560034,30,4,D22
5539,2593842,No,5,45,E1,36.36,45.45,6.67,No,Yes,Male,Direct,2,L002,600020,24,1,D7
5540,2593844,No,0,30,E1,0,0,0,No,No,Male,Direct,3,L004,560034,26,4,D10
5542,2593882,Yes,6,30,E2,30,30,0,No,No,Male,Direct,4,L009,400001,34,6,D14
5543,2593886,No,7,30,E1,75,50,-14.29,No,No,Male,Employee Referral,3,L004,560034,26,5,D9
5544,2593901,No,10,30,E1,52.17,25,-17.86,No,No,Male,Agency,3,L002,600020,26,1,D24
5545,2593903,No,18,30,E1,24.28,14.72,-7.69,No,No,Female,Agency,6,L002,600020,32,4,D20
5546,2593929,No,1,45,E2,33.33,88.89,41.67,No,No,Male,Agency,8,L001,201301,30,1,D2
5547,2593931,No,28,30,E1,19.05,19.05,0,No,No,Male,Direct,3,L006,700027,28,7,D2
5548,2593938,No,1,30,E1,3.9,42.86,37.5,No,No,Female,Agency,1,L004,560034,25,2,D21
5549,2593947,No,63,30,E3,33.33,33.33,0,No,Yes,Male,Direct,5,L001,201301,31,2,D6
5550,2593949,Yes,2,90,E1,61.29,77.42,10,No,No,Male,Direct,2,L004,560034,25,1,D3
5552,2593959,Yes,67,45,E1,100,50,-25,No,No,Male,Direct,4,L002,600020,29,5,D13
5553,2593962,Yes,35,60,E2,57.14,50,-4.55,No,No,Male,Direct,2,L001,201301,28,2,D10
5554,2593965,No,80,30,E2,33.33,32.5,-0.63,No,No,Male,Agency,8,L002,600020,33,2,D14
5555,2593969,No,0,60,E2,44.89,44.89,0,No,No,Male,Direct,5,L001,201301,29,2,D19
5556,2593976,Yes,0,30,E2,44.44,-11.11,-38.46,No,No,Male,Direct,3,L001,201301,31,2,D1
5557,2593977,Yes,10,30,E2,17.86,14.29,-3.03,No,No,Male,Agency,8,L001,201301,33,7,D20
5558,2593985,No,36,60,E1,25,42.05,13.64,No,Yes,Male,Agency,3,L002,600020,28,1,D10
5559,2593987,Yes,96,90,E1,36.36,36.36,0,No,Yes,Female,Direct,3,L001,201301,26,7,D15
5560,2593990,No,33,30,E1,86.05,86.05,0,No,No,Male,Direct,6,L001,201301,34,6,D16
5563,2594032,Yes,44,60,E3,26.32,15.79,-8.33,No,No,Male,Agency,6,L001,201301,37,2,D9
5564,2594050,No,2,90,E3,83.33,50,-18.18,No,No,Male,Agency,5,L001,201301,30,2,D7
5565,2594061,No,8,30,E1,11.54,11.54,0,No,No,Male,Direct,4,L002,600020,29,6,D9
5566,2594077,Yes,18,30,E1,66.67,33.33,-20,No,No,Female,Direct,2,L004,560034,26,1,D7
5568,2594122,Yes,0,30,E1,8.33,8.33,0,No,No,Male,Direct,3,L002,600020,27,6,D13
5569,2594165,Yes,14,30,E1,28.57,28.57,0,No,No,Male,Direct,3,L004,560034,24,4,D6
5570,2594187,Yes,10,30,E2,21.43,21.43,0,No,No,Male,Employee Referral,5,L002,600020,34,2,D5
5571,2594191,Yes,73,60,E1,78.57,56.25,-12.5,No,No,Male,Direct,3,L002,600020,25,1,D12
5572,2594271,Yes,34,30,E2,15.38,15.38,0,No,No,Male,Direct,7,L002,600020,31,6,D11
5573,2594272,No,28,30,E2,30.26,30.26,0,No,No,Male,Agency,3,L001,201301,29,2,D24
5574,2594323,No,1,30,E1,54.06,40.06,-9.09,No,No,Male,Direct,4,L002,600020,30,4,D17
5575,2594324,Yes,1,30,E1,38.89,38.89,0,No,No,Male,Agency,4,L001,201301,25,1,D14
5578,2594382,No,18,60,E1,33.33,100,50,No,No,Male,Agency,3,L005,500004,30,1,D8
5579,2594401,Yes,31,30,E1,66.67,120,32,No,No,Male,Direct,4,L001,201301,26,2,D12
5580,2594412,No,2,60,E3,20,25,4.17,No,No,Male,Direct,6,L001,201301,28,2,D21
5581,2594417,Yes,17,30,E2,42.86,42.86,0,No,No,Female,Direct,3,L004,560034,26,2,D13
5582,2594429,No,1,30,E1,66.67,16.67,-30,No,No,Male,Direct,3,L005,500004,26,1,D10
5583,2594451,No,13,30,E1,138.1,102.38,-15,No,No,Male,Direct,2,L001,201301,28,5,D7
5584,2594497,No,7,30,E2,17.49,12.27,-4.44,No,No,Male,Employee Referral,9,L002,600020,33,4,D10
5585,2594526,No,5,30,E1,35.95,20.54,-11.33,No,No,Male,Direct,2,L001,201301,28,5,D23
5586,2594559,Yes,10,30,E1,20,20,0,No,No,Male,Direct,2,L001,201301,29,2,D12
5588,2594630,Yes,83,30,E1,66.67,52.78,-8.33,No,No,Female,Employee Referral,4,L002,600020,25,1,D19
5589,2594666,No,5,30,E1,37.5,33.33,-3.03,No,No,Male,Direct,4,L001,201301,26,5,D2
5590,2594690,Yes,5,30,E2,42.86,42.86,0,No,No,Male,Direct,4,L001,201301,28,2,D15
5592,2594749,Yes,1,30,E1,33.33,66.67,25,No,No,Female,Direct,2,L004,560034,25,2,D19
5593,2594817,No,18,90,E1,48.57,44.57,-2.69,No,No,Male,Direct,4,L002,600020,29,1,D6
5594,2594854,Yes,4,60,E2,47.65,47.65,0,No,Yes,Male,Employee Referral,6,L001,201301,30,8,D15
5595,2594940,Yes,3,30,E1,29.31,25.86,-2.67,No,No,Male,Direct,4,L004,560034,27,6,D20
5596,2595744,Yes,10,60,E3,75,125,28.57,No,No,Male,Employee Referral,13,L002,600020,40,2,D1
5597,2595764,Yes,0,30,E1,66.67,28.57,-22.86,No,No,Male,Employee Referral,1,L001,201301,24,2,D16
5601,2597532,No,3,30,E1,53.06,10,-28.13,No,No,Female,Direct,4,L002,600020,30,1,D10
5604,2597635,No,74,60,E1,33.33,18.52,-11.11,No,No,Male,Employee Referral,5,L002,600020,29,1,D12
5605,2597639,Yes,11,60,E3,47.37,47.37,0,No,No,Male,Agency,7,L002,600020,33,2,D16
5606,2597654,Yes,77,60,E1,22.22,46.67,20,No,No,Male,Agency,3,L001,201301,32,1,D3
5607,2597701,No,3,30,E2,82.29,82.29,0,No,No,Male,Direct,3,L001,201301,29,2,D3
5608,2597989,Yes,101,90,E1,66.67,22.22,-26.67,No,No,Male,Direct,5,L003,122107,30,4,D20
5610,2598070,No,1,30,E1,31.58,28.95,-2,No,No,Male,Direct,4,L002,600020,26,5,D7
5611,2598131,Yes,5,30,E2,71.72,71.72,0,No,No,Male,Agency,7,L002,600020,30,1,D22
5612,2598137,No,3,30,E2,11.76,11.76,0,No,No,Male,Employee Referral,6,L004,560034,33,4,D2
5613,2598147,No,1,60,E1,66.67,62.5,-2.5,No,No,Male,Direct,2,L001,201301,25,5,D24
5614,2598162,No,66,60,E3,35,30,-3.7,No,Yes,Male,Direct,9,L002,600020,34,2,D14
5616,2598166,Yes,55,90,E2,25,8.75,-13,No,No,Male,Employee Referral,9,L001,201301,36,1,D24
5617,2598174,No,3,30,E2,78.57,78.57,0,No,No,Male,Direct,4,L002,600020,36,2,D10
5618,2598176,Yes,10,60,E1,33.33,33.33,0,No,No,Male,Direct,2,L001,201301,25,5,D1
5619,2598187,No,4,60,E1,66.67,62.5,-2.5,No,No,Male,Direct,2,L001,201301,27,5,D19
5620,2598194,No,11,30,E1,33.33,43.33,7.5,No,No,Male,Direct,3,L001,201301,29,5,D17
5621,2598197,Yes,0,45,E1,23.46,32.72,7.5,No,No,Male,Direct,3,L001,201301,27,5,D1
5622,2598234,No,1,30,E1,66.67,33.33,-20,No,No,Female,Direct,3,L002,600020,28,1,D22
5623,2598236,No,7,60,E1,37.5,27.5,-7.27,No,No,Male,Employee Referral,3,L002,600020,25,4,D24
5624,2598251,No,3,30,E1,56.25,45.83,-6.67,No,No,Male,Employee Referral,3,L001,201301,27,7,D12
5625,2598325,Yes,65,30,E1,-4.76,42.86,50,No,No,Male,Direct,3,L001,201301,27,2,D1
5626,2598336,No,31,45,E1,25,19.44,-4.44,No,No,Female,Direct,3,L001,201301,30,5,D15
5627,2598337,No,10,30,E2,66.67,133.33,40,No,No,Male,Direct,5,L001,201301,33,2,D17
5628,2598349,No,11,30,E1,32.35,32.35,0,No,No,Male,Agency,3,L002,600020,26,1,D11
5629,2598352,Yes,58,30,E1,66.67,100,20,No,No,Male,Direct,2,L001,201301,25,2,D2
5631,2598364,No,8,30,E1,7.14,7.14,0,No,No,Male,Direct,4,L001,201301,31,5,D23
5633,2598408,Yes,68,60,E2,66.67,16.67,-30,No,Yes,Male,Direct,8,L003,122107,29,2,D12
5634,2598416,Yes,63,30,E1,55.37,55.37,0,No,No,Male,Direct,3,L004,560034,28,4,D10
5635,2598426,Yes,26,30,E1,50,37.5,-8.33,No,No,Male,Direct,2,L001,201301,25,2,D22
5636,2598439,Yes,98,60,E1,45.57,45.57,0,No,No,Male,Agency,4,L001,201301,28,1,D9
5638,2598473,Yes,61,30,E1,60.98,23.11,-23.53,No,No,Male,Direct,4,L004,560034,28,6,D12
5639,2598474,Yes,56,60,E2,25,25,0,No,Yes,Male,Direct,7,L004,560034,34,6,D1
5640,2598481,No,2,30,E1,50,25,-16.67,No,No,Male,Direct,8,L004,560034,35,6,D15
5641,2598491,No,1,30,E1,81.56,81.56,0,No,No,Male,Agency,4,L004,560034,27,1,D12
5644,2598538,Yes,41,30,E1,29.31,7.76,-16.67,No,No,Male,Employee Referral,6,L002,600020,36,1,D23
5647,2598623,No,4,30,E1,59.57,53.19,-4,No,No,Female,Direct,3,L002,600020,26,6,D21
5648,2598640,Yes,2,30,E1,50,71.88,14.58,No,No,Female,Direct,2,L002,600020,25,2,D8
5649,2598644,Yes,93,90,E1,77.78,77.78,0,No,Yes,Male,Direct,4,L004,560034,30,1,D22
5650,2598653,No,8,60,E1,-4.76,42.86,50,No,No,Male,Direct,2,L001,201301,26,2,D19
5651,2598657,No,3,45,E1,3.9,42.86,37.5,No,Yes,Male,Direct,2,L001,201301,27,2,D2
5652,2598677,Yes,11,60,E1,108.33,108.33,0,No,No,Male,Direct,2,L005,500004,25,5,D19
5653,2598683,No,31,30,E1,66.67,100,20,No,No,Male,Direct,2,L001,201301,26,2,D24
5654,2598692,Yes,20,60,E1,46.25,46.25,0,No,No,Female,Direct,3,L001,201301,27,5,D18
5655,2598701,Yes,60,60,E1,32.15,32.15,0,No,No,Male,Direct,2,L001,201301,25,2,D19
5656,2598744,Yes,32,30,E1,81.82,213.64,72.5,No,No,Female,Employee Referral,2,L002,600020,25,1,D2
5658,2598831,Yes,63,30,E1,70.45,47.73,-13.33,No,No,Male,Employee Referral,6,L004,560034,29,1,D17
5659,2598910,No,1,30,E2,6.56,6.56,0,No,No,Male,Employee Referral,4,L004,560034,31,2,D22
5660,2599071,No,41,60,E1,69.23,81.54,7.27,No,No,Female,Employee Referral,3,L002,600020,26,4,D4
5662,2599205,No,1,30,E1,33.33,-40,-55,No,No,Male,Employee Referral,3,L002,600020,25,2,D2
5663,2599233,No,32,30,E1,7.69,53.85,42.86,No,No,Female,Employee Referral,3,L002,600020,27,4,D6
5664,2599864,Yes,41,60,E1,41.67,66.67,17.65,No,No,Female,Employee Referral,3,L002,600020,25,1,D8
5665,2600990,No,1,60,E1,73.26,36.13,-21.43,No,No,Male,Employee Referral,2,L001,201301,28,2,D22
5666,2601022,No,3,30,E1,38.89,38.89,0,No,No,Male,Employee Referral,1,L001,201301,25,2,D1
5667,2601332,Yes,8,30,E1,50,-32.5,-55,No,No,Female,Employee Referral,1,L002,600020,27,2,D16
5668,2601359,No,0,30,E1,25,-45,-56,No,No,Male,Employee Referral,2,L001,201301,30,2,D8
5670,2603926,Yes,8,60,E2,23.29,36.99,11.11,No,No,Male,Agency,7,L001,201301,30,1,D15
5672,2604041,Yes,79,90,E1,20.48,13.79,-5.56,No,Yes,Male,Agency,5,L002,600020,29,1,D20
5673,2604073,No,3,30,E1,18.18,5.45,-10.77,No,No,Female,Agency,4,L001,201301,28,1,D23
5675,2604103,No,6,45,E1,22.22,22.22,0,No,No,Male,Agency,4,L001,201301,31,1,D4
5676,2604125,No,13,60,E1,18.18,25.45,6.15,No,No,Female,Agency,5,L001,201301,29,1,D13
5677,2604143,No,5,30,E1,34.62,28.21,-4.76,No,No,Male,Employee Referral,3,L004,560034,27,2,D3
5678,2604163,Yes,25,60,E1,18.18,1.82,-13.85,No,No,Male,Agency,4,L001,201301,28,1,D20
5679,2604165,Yes,46,45,E1,18.18,5.45,-10.77,No,No,Male,Agency,5,L001,201301,28,1,D22
5682,2604190,Yes,4,60,E1,18.18,13.64,-3.85,No,No,Male,Agency,5,L001,201301,30,1,D3
5683,2604219,No,2,90,E1,33.33,26.19,-5.36,No,No,Female,Employee Referral,5,L002,600020,30,4,D22
5685,2604249,Yes,69,60,E3,2.13,2.13,0,No,No,Male,Direct,13,L004,560034,42,6,D5
5686,2604262,No,0,30,E2,47.06,39.41,-5.2,No,No,Male,Direct,3,L002,600020,25,2,D9
5687,2604265,No,0,30,E2,30.91,36.36,4.17,No,No,Male,Direct,3,L002,600020,29,2,D19
5688,2604299,No,68,60,E1,47.73,59.09,7.69,No,No,Male,Agency,7,L004,560034,34,4,D16
